Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-07-23,4716.05,INVEST,0,21.0,0.0
2020-08-28,6215.75,EXIT,130530.75,0.0,0.3053075
2020-09-14,6475.8,INVEST,0,20.0,0.0
2020-09-16,6950.15,EXIT,139003.0,0.0,0.06490616195800607
2020-12-22,6198.3,INVEST,0,22.0,0.0
2021-01-08,6638.65,EXIT,146050.3,0.0,0.05069890577901188
2021-02-11,6515.15,INVEST,0,22.0,0.0
2021-02-17,6747.55,EXIT,148446.1,0.0,0.016403937547543674
